Unnamed: 0,cipher_suites,source_port,dest_port,source_ip,dest_ip,source_mac,dest_mac,flow_duration,start_time,end_time,flow_rate,flow_volume,domain,sleep_time
u180,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,53,51707,8.8.8.8,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0.0024340152740478,1474555920.991182,1474555920.993616,1643.3750612204915,344,www.example.org,19.65587708296208
u181,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,53,32845,192.168.1.1,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0.1518440246582031,1474555939.636233,1474555939.788077,13.171410626805676,414,device-metrics-us.amazon.com,19.65587708296208
u182,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,53,40719,8.8.8.8,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0.0015909671783447,1474555944.346065,1474555944.347656,1257.0969578900044,192,device-metrics-us.amazon.com,19.65587708296208
u184,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,123,34725,173.71.69.90,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,103.76380801200868,1474556010.567505,1474556114.331313,0.0578236295964158,540,www.example.org,19.65587708296208
u185,0xc030|0xc02c|0xc028|0xc024|0xc014|0xc00a|0xc022|0xc021|0x00a3|0x009f|0x006b|0x006a|0x0039|0x0038|0x0088|0x0087|0xc032|0xc02e|0xc02a|0xc026|0xc00f|0xc005|0x009d|0x003d|0x0035|0x0084|0xc012|0xc008|0xc01c|0xc01b|0x0016|0x0013|0xc00d|0xc003|0x000a|0xc02f|0xc02b|0xc027|0xc023|0xc013|0xc009|0xc01f|0xc01e|0x00a2|0x009e|0x0067|0x0040|0x0033|0x0032|0x009a|0x0099|0x0045|0x0044|0xc031|0xc02d|0xc029|0xc025|0xc00e|0xc004|0x009c|0x003c|0x002f|0x0096|0x0041|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0x0015|0x0012|0x0009|0x0014|0x0011|0x0008|0x0006|0x0003|0x00ff,53,32931,192.168.1.1,192.168.1.177,14:cc:20:51:33:ea,e0:76:d0:33:bb:85,0.0029458999633789,1474556032.128946,1474556032.131892,678.9096795079314,224,api.pix-star.com,19.65587708296208
u186,0xc030|0xc02c|0xc028|0xc024|0xc014|0xc00a|0xc022|0xc021|0x00a3|0x009f|0x006b|0x006a|0x0039|0x0038|0x0088|0x0087|0xc032|0xc02e|0xc02a|0xc026|0xc00f|0xc005|0x009d|0x003d|0x0035|0x0084|0xc012|0xc008|0xc01c|0xc01b|0x0016|0x0013|0xc00d|0xc003|0x000a|0xc02f|0xc02b|0xc027|0xc023|0xc013|0xc009|0xc01f|0xc01e|0x00a2|0x009e|0x0067|0x0040|0x0033|0x0032|0x009a|0x0099|0x0045|0x0044|0xc031|0xc02d|0xc029|0xc025|0xc00e|0xc004|0x009c|0x003c|0x002f|0x0096|0x0041|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0x0015|0x0012|0x0009|0x0014|0x0011|0x0008|0x0006|0x0003|0x00ff,53,46161,192.168.1.1,192.168.1.177,14:cc:20:51:33:ea,e0:76:d0:33:bb:85,0.0003359317779541,1474556032.133429,1474556032.133765,5953.589779985806,160,api.pix-star.com.lan,19.65587708296208
u187,0xc030|0xc02c|0xc028|0xc024|0xc014|0xc00a|0xc022|0xc021|0x00a3|0x009f|0x006b|0x006a|0x0039|0x0038|0x0088|0x0087|0xc032|0xc02e|0xc02a|0xc026|0xc00f|0xc005|0x009d|0x003d|0x0035|0x0084|0xc012|0xc008|0xc01c|0xc01b|0x0016|0x0013|0xc00d|0xc003|0x000a|0xc02f|0xc02b|0xc027|0xc023|0xc013|0xc009|0xc01f|0xc01e|0x00a2|0x009e|0x0067|0x0040|0x0033|0x0032|0x009a|0x0099|0x0045|0x0044|0xc031|0xc02d|0xc029|0xc025|0xc00e|0xc004|0x009c|0x003c|0x002f|0x0096|0x0041|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0x0015|0x0012|0x0009|0x0014|0x0011|0x0008|0x0006|0x0003|0x00ff,53,48842,192.168.1.1,192.168.1.177,14:cc:20:51:33:ea,e0:76:d0:33:bb:85,0.0002980232238769,1474556032.135043,1474556032.135341,6710.8864,156,api.pix-star.com.#,19.65587708296208
u188,0xc030|0xc02c|0xc028|0xc024|0xc014|0xc00a|0xc022|0xc021|0x00a3|0x009f|0x006b|0x006a|0x0039|0x0038|0x0088|0x0087|0xc032|0xc02e|0xc02a|0xc026|0xc00f|0xc005|0x009d|0x003d|0x0035|0x0084|0xc012|0xc008|0xc01c|0xc01b|0x0016|0x0013|0xc00d|0xc003|0x000a|0xc02f|0xc02b|0xc027|0xc023|0xc013|0xc009|0xc01f|0xc01e|0x00a2|0x009e|0x0067|0x0040|0x0033|0x0032|0x009a|0x0099|0x0045|0x0044|0xc031|0xc02d|0xc029|0xc025|0xc00e|0xc004|0x009c|0x003c|0x002f|0x0096|0x0041|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0x0015|0x0012|0x0009|0x0014|0x0011|0x0008|0x0006|0x0003|0x00ff,53,36891,192.168.1.1,192.168.1.177,14:cc:20:51:33:ea,e0:76:d0:33:bb:85,0.0002980232238769,1474556032.136583,1474556032.136881,6710.8864,164,api.pix-star.com.wlan0,19.65587708296208
u189,0xc030|0xc02c|0xc028|0xc024|0xc014|0xc00a|0xc022|0xc021|0x00a3|0x009f|0x006b|0x006a|0x0039|0x0038|0x0088|0x0087|0xc032|0xc02e|0xc02a|0xc026|0xc00f|0xc005|0x009d|0x003d|0x0035|0x0084|0xc012|0xc008|0xc01c|0xc01b|0x0016|0x0013|0xc00d|0xc003|0x000a|0xc02f|0xc02b|0xc027|0xc023|0xc013|0xc009|0xc01f|0xc01e|0x00a2|0x009e|0x0067|0x0040|0x0033|0x0032|0x009a|0x0099|0x0045|0x0044|0xc031|0xc02d|0xc029|0xc025|0xc00e|0xc004|0x009c|0x003c|0x002f|0x0096|0x0041|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0x0015|0x0012|0x0009|0x0014|0x0011|0x0008|0x0006|0x0003|0x00ff,53,34061,192.168.1.1,192.168.1.177,14:cc:20:51:33:ea,e0:76:d0:33:bb:85,0.0003211498260498,1474556032.138176,1474556032.138497,6227.62286562732,168,api.pix-star.com,19.65587708296208
u190,,123,51520,203.100.61.10,192.168.1.241,14:cc:20:51:33:ea,70:ee:50:18:34:43,0.0508501529693603,1474556133.211664,1474556133.262514,39.33124844688463,180,apicom.netatmo.net,19.65587708296208
u191,,53,54762,192.168.1.1,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,0.0093631744384765,1474556139.866526,1474556139.875889,213.60277042167448,582,www.samsungsmartcam.com,19.65587708296208
u192,,53,58619,192.168.1.1,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,0.3119230270385742,1474556140.292571,1474556140.604494,12.823676526790493,704,smtp.gmail.com,19.65587708296208
u193,,53,42356,192.168.1.1,192.168.1.143,14:cc:20:51:33:ea,f4:f2:6d:93:51:f1,0.0096280574798583,1474556183.881371,1474556183.890999,207.7262214298096,571,aps1-relay.tplinkcloud.com,19.65587708296208
u194,,53,34742,192.168.1.1,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,0.0216670036315917,1474556200.435129,1474556200.456796,92.306256739805,582,www.samsungsmartcam.com,19.65587708296208
u195,,53,45184,192.168.1.1,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,0.0008430480957031,1474556200.694522,1474556200.695365,4744.68778280543,438,smtp.gmail.com,19.65587708296208
u196,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,53,52649,8.8.8.8,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0.002443790435791,1474556220.660756,1474556220.6632,1636.8015609756098,344,www.example.com,19.65587708296208
u197,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,53,52336,8.8.8.8,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0.0023338794708251,1474556220.835144,1474556220.837478,1713.884564306875,344,www.example.net,19.65587708296208
u198,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,53,56454,8.8.8.8,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0.0023739337921142,1474556221.010564,1474556221.012938,1684.966957919052,344,www.example.org,19.65587708296208
u199,,123,39376,103.38.120.36,192.168.1.241,14:cc:20:51:33:ea,70:ee:50:18:34:43,0.006098985671997,1474556239.278467,1474556239.284566,327.9233806340644,180,apicom.netatmo.net,19.65587708296208
u200,,123,57898,130.102.128.23,192.168.1.241,14:cc:20:51:33:ea,70:ee:50:18:34:43,0.0169198513031005,1474556242.290769,1474556242.307689,118.20434850000704,180,apicom.netatmo.net,19.65587708296208
u201,,53,39397,192.168.1.1,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,0.0092701911926269,1474556320.561792,1474556320.571062,215.74528059256207,582,www.samsungsmartcam.com,19.65587708296208
u202,,53,59790,192.168.1.1,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,0.0008671283721923,1474556320.858578,1474556320.859445,4612.927137750894,438,smtp.gmail.com,19.65587708296208
u203,,53,6385,192.168.1.1,192.168.1.196,14:cc:20:51:33:ea,d0:52:a8:00:67:5e,0.0043098926544189,1474556431.032978,1474556431.037288,464.0486806439122,598,pool.ntp.org,19.65587708296208
u204,,123,6384,130.102.128.23,192.168.1.196,14:cc:20:51:33:ea,d0:52:a8:00:67:5e,0.016794204711914,1474556431.037819,1474556431.054613,119.08869960249858,180,pool.ntp.org,19.65587708296208
u205,,123,48365,121.0.0.42,192.168.1.241,14:cc:20:51:33:ea,70:ee:50:18:34:43,0.015017032623291,1474556481.402552,1474556481.417569,133.18210395961006,180,apicom.netatmo.net,19.65587708296208
u206,,53,40848,192.168.1.1,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,0.0096199512481689,1474556500.246452,1474556500.256072,207.9012614934695,582,www.samsungsmartcam.com,19.65587708296208
u207,,53,38725,192.168.1.1,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,0.315324068069458,1474556500.500943,1474556500.816267,12.68536215611331,704,smtp.gmail.com,19.65587708296208
u208,,53,59789,192.168.1.1,192.168.1.166,14:cc:20:51:33:ea,00:24:e4:11:18:a8,0.2846541404724121,1474556502.774814,1474556503.059468,7.026070292463687,363,babyws.withings.net,19.65587708296208
u215,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,53,51957,8.8.8.8,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0.0023829936981201,1474556520.685347,1474556520.68773,1678.5608804402202,344,www.example.com,19.65587708296208
u216,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,53,53910,8.8.8.8,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0.0020618438720703,1474556520.849805,1474556520.851867,1940.0111008325623,344,www.example.net,19.65587708296208
u217,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,53,39375,8.8.8.8,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0.0025069713592529,1474556521.027534,1474556521.030041,1595.5507370423204,344,www.example.org,19.65587708296208
u218,,53,11644,192.168.1.1,192.168.1.241,14:cc:20:51:33:ea,70:ee:50:18:34:43,5.010555028915405,1474556581.92507,1474556586.935625,0.7983147529398251,629,apicom.netatmo.net,19.65587708296208
u219,,53,3129,192.168.1.1,192.168.1.223,14:cc:20:51:33:ea,ec:1a:59:79:f4:89,0.0124590396881103,1474556583.72931,1474556583.741769,321.0520313068106,823,d3gjecg2uu2eaq.cloudfront.net,19.65587708296208
u220,,3130,3222,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0.1075880527496337,1474556603.828234,1474556603.935822,18.589424651584352,700,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
u221,,3131,3222,192.168.1.223,192.168.1.193,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,461.668251991272,1474556603.828713,1474557065.496965,0.0259926905266746,4200,d3gjecg2uu2eaq.cloudfront.net,21.2086563292827
u223,0xc030|0xc02c|0xc028|0xc024|0xc014|0xc00a|0xc022|0xc021|0x00a3|0x009f|0x006b|0x006a|0x0039|0x0038|0x0088|0x0087|0xc032|0xc02e|0xc02a|0xc026|0xc00f|0xc005|0x009d|0x003d|0x0035|0x0084|0xc012|0xc008|0xc01c|0xc01b|0x0016|0x0013|0xc00d|0xc003|0x000a|0xc02f|0xc02b|0xc027|0xc023|0xc013|0xc009|0xc01f|0xc01e|0x00a2|0x009e|0x0067|0x0040|0x0033|0x0032|0x009a|0x0099|0x0045|0x0044|0xc031|0xc02d|0xc029|0xc025|0xc00e|0xc004|0x009c|0x003c|0x002f|0x0096|0x0041|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0x0015|0x0012|0x0009|0x0014|0x0011|0x0008|0x0006|0x0003|0x00ff,53,47887,192.168.1.1,192.168.1.177,14:cc:20:51:33:ea,e0:76:d0:33:bb:85,0.0031909942626953,1474556750.140498,1474556750.143689,626.7638971906754,224,api.pix-star.com,19.65587708296208
u224,0xc030|0xc02c|0xc028|0xc024|0xc014|0xc00a|0xc022|0xc021|0x00a3|0x009f|0x006b|0x006a|0x0039|0x0038|0x0088|0x0087|0xc032|0xc02e|0xc02a|0xc026|0xc00f|0xc005|0x009d|0x003d|0x0035|0x0084|0xc012|0xc008|0xc01c|0xc01b|0x0016|0x0013|0xc00d|0xc003|0x000a|0xc02f|0xc02b|0xc027|0xc023|0xc013|0xc009|0xc01f|0xc01e|0x00a2|0x009e|0x0067|0x0040|0x0033|0x0032|0x009a|0x0099|0x0045|0x0044|0xc031|0xc02d|0xc029|0xc025|0xc00e|0xc004|0x009c|0x003c|0x002f|0x0096|0x0041|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0x0015|0x0012|0x0009|0x0014|0x0011|0x0008|0x0006|0x0003|0x00ff,53,40606,192.168.1.1,192.168.1.177,14:cc:20:51:33:ea,e0:76:d0:33:bb:85,0.0003669261932373,1474556750.146312,1474556750.146679,5450.6874593892135,160,api.pix-star.com.lan,19.65587708296208
u225,0xc030|0xc02c|0xc028|0xc024|0xc014|0xc00a|0xc022|0xc021|0x00a3|0x009f|0x006b|0x006a|0x0039|0x0038|0x0088|0x0087|0xc032|0xc02e|0xc02a|0xc026|0xc00f|0xc005|0x009d|0x003d|0x0035|0x0084|0xc012|0xc008|0xc01c|0xc01b|0x0016|0x0013|0xc00d|0xc003|0x000a|0xc02f|0xc02b|0xc027|0xc023|0xc013|0xc009|0xc01f|0xc01e|0x00a2|0x009e|0x0067|0x0040|0x0033|0x0032|0x009a|0x0099|0x0045|0x0044|0xc031|0xc02d|0xc029|0xc025|0xc00e|0xc004|0x009c|0x003c|0x002f|0x0096|0x0041|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0x0015|0x0012|0x0009|0x0014|0x0011|0x0008|0x0006|0x0003|0x00ff,53,51161,192.168.1.1,192.168.1.177,14:cc:20:51:33:ea,e0:76:d0:33:bb:85,0.0003080368041992,1474556750.148361,1474556750.148669,6492.730650154799,156,api.pix-star.com.#,19.65587708296208
u226,0xc030|0xc02c|0xc028|0xc024|0xc014|0xc00a|0xc022|0xc021|0x00a3|0x009f|0x006b|0x006a|0x0039|0x0038|0x0088|0x0087|0xc032|0xc02e|0xc02a|0xc026|0xc00f|0xc005|0x009d|0x003d|0x0035|0x0084|0xc012|0xc008|0xc01c|0xc01b|0x0016|0x0013|0xc00d|0xc003|0x000a|0xc02f|0xc02b|0xc027|0xc023|0xc013|0xc009|0xc01f|0xc01e|0x00a2|0x009e|0x0067|0x0040|0x0033|0x0032|0x009a|0x0099|0x0045|0x0044|0xc031|0xc02d|0xc029|0xc025|0xc00e|0xc004|0x009c|0x003c|0x002f|0x0096|0x0041|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0x0015|0x0012|0x0009|0x0014|0x0011|0x0008|0x0006|0x0003|0x00ff,53,38136,192.168.1.1,192.168.1.177,14:cc:20:51:33:ea,e0:76:d0:33:bb:85,0.00030517578125,1474556750.149927,1474556750.150232,6553.6,164,api.pix-star.com.wlan0,19.65587708296208
u227,0xc030|0xc02c|0xc028|0xc024|0xc014|0xc00a|0xc022|0xc021|0x00a3|0x009f|0x006b|0x006a|0x0039|0x0038|0x0088|0x0087|0xc032|0xc02e|0xc02a|0xc026|0xc00f|0xc005|0x009d|0x003d|0x0035|0x0084|0xc012|0xc008|0xc01c|0xc01b|0x0016|0x0013|0xc00d|0xc003|0x000a|0xc02f|0xc02b|0xc027|0xc023|0xc013|0xc009|0xc01f|0xc01e|0x00a2|0x009e|0x0067|0x0040|0x0033|0x0032|0x009a|0x0099|0x0045|0x0044|0xc031|0xc02d|0xc029|0xc025|0xc00e|0xc004|0x009c|0x003c|0x002f|0x0096|0x0041|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0x0015|0x0012|0x0009|0x0014|0x0011|0x0008|0x0006|0x0003|0x00ff,53,56746,192.168.1.1,192.168.1.177,14:cc:20:51:33:ea,e0:76:d0:33:bb:85,0.3170299530029297,1474556750.153266,1474556750.470296,6.308552176398039,246,api.pix-star.com,19.65587708296208
u228,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,123,33450,132.163.4.102,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,2849.374736070633,1474556780.437845,1474559629.812581,0.0105286256736349,2700,www.example.org,19.65587708296208
u229,,53,37353,192.168.1.1,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,0.0095391273498535,1474556800.072455,1474556800.081994,209.662784303924,582,www.samsungsmartcam.com,19.65587708296208
u230,,53,50309,192.168.1.1,192.168.1.249,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,0.3048770427703857,1474556800.488586,1474556800.793463,13.12004329237918,704,smtp.gmail.com,19.65587708296208
u231,,53,55493,192.168.1.1,192.168.1.227,14:cc:20:51:33:ea,50:c7:bf:00:56:39,0.0087881088256835,1474556802.637393,1474556802.646181,227.5802495930548,498,devs.tplinkcloud.com,19.65587708296208
u232,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,53,33325,8.8.8.8,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0.0020451545715332,1474556820.657394,1474556820.659439,1955.8423875029143,344,www.example.com,19.65587708296208
u233,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,53,47277,8.8.8.8,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0.0020709037780761,1474556820.833776,1474556820.835847,1931.5238314529129,344,www.example.net,19.65587708296208
u234,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,53,49951,8.8.8.8,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0.0022962093353271,1474556821.009647,1474556821.011943,1742.0014536392898,344,www.example.org,19.65587708296208
u235,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,53,58985,192.168.1.1,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0.1487329006195068,1474556839.64645,1474556839.795183,13.446923926512149,414,device-metrics-us.amazon.com,19.65587708296208
u236,0xc014|0xc00a|0x0039|0x0038|0x0037|0x0036|0x0088|0x0087|0x0086|0x0085|0xc00f|0xc005|0x0035|0x0084|0xc013|0xc009|0x0033|0x0032|0x0031|0x0030|0x009a|0x0099|0x0098|0x0097|0x0045|0x0044|0x0043|0x0042|0xc00e|0xc004|0x002f|0x0096|0x0041|0x0007|0xc011|0xc007|0xc00c|0xc002|0x0005|0x0004|0xc012|0xc008|0x0016|0x0013|0x0010|0x000d|0xc00d|0xc003|0x000a|0x0015|0x0012|0x000f|0x000c|0x0009|0x00ff,123,40979,204.9.54.119,192.168.1.240,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,310.89464807510376,1474556937.802203,1474557248.696851,0.04503133163173,1260,www.example.org,19.65587708296208
